,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
167,Sam Walters,2.0,19.0,94.33,Alabama,9.0,5.0,81.0,180.0,442.0,,0.0,1600.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Alabama,1.0,19047972.0,10900723.0
168,Mouhamed Dioubate,2.0,18.316666666666666,92.62,Alabama,14.0,4.0,79.0,215.0,923.0,,2300.0,400.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Alabama,1.0,19047972.0,10900723.0
169,Kris Parker,2.0,19.0,92.39,Alabama,25.0,4.0,79.0,185.0,250.0,,17000.0,1200.0,3200.0,basketball,2023.0,2.0,0.1726027397260274,Alabama,1.0,19047972.0,10900723.0
172,Jaden Bradley,4.0,19.1,97.51,Alabama,18.0,1.0,75.0,185.0,878.0,,30000.0,4800.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Alabama,1.0,19047972.0,10900723.0
173,Rylan Griffen,4.0,19.1,95.87,Alabama,18.0,2.0,77.0,180.0,528.0,,11600.0,2600.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Alabama,1.0,19047972.0,10900723.0
175,Davin Cosby,4.0,19.0,91.93,Alabama,19.0,2.0,77.0,190.0,648.0,,21000.0,1200.0,924.0,basketball,2022.0,14.0,1.1726027397260275,Alabama,1.0,19047972.0,10900723.0
179,Jalen Reece,0.0,16.0,93.98,Alabama,7.0,1.0,70.0,155.0,488.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Alabama,1.0,19047972.0,10900723.0
180,Tylis Jordan,0.0,16.0,93.26,Alabama,14.0,4.0,79.0,170.0,172.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Alabama,1.0,19047972.0,10900723.0
181,Aiden Sherrell,0.0,17.0,96.69,Alabama,22.0,6.0,83.0,220.0,682.0,82000.0,1500.0,1300.0,0.0,basketball,2024.0,0.0,0.0,Alabama,1.0,19047972.0,10900723.0
182,Caleb Holt,0.0,15.0,98.69,Alabama,13.0,2.0,77.0,185.0,124.0,192000.0,25000.0,1000.0,4600.0,basketball,2026.0,0.0,0.0,Alabama,1.0,19047972.0,10900723.0
183,Jaxon Richardson,0.0,15.0,96.65,Alabama,1.0,4.0,77.0,165.0,1572.0,,4000.0,403.0,0.0,basketball,2026.0,0.0,0.0,Alabama,1.0,19047972.0,10900723.0
184,Elmarko Jackson,2.0,19.0,97.15,Kansas,25.0,1.0,76.0,200.0,1082.0,121000.0,12900.0,2300.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Kansas,1.0,17126971.0,15508894.0
186,Jamari McDowell,2.0,18.316666666666666,92.64,Kansas,18.0,4.0,77.0,180.0,661.0,,0.0,1300.0,391.0,basketball,2023.0,2.0,0.1726027397260274,Kansas,1.0,17126971.0,15508894.0
188,MJ Rice,4.0,19.1,97.39,Kansas,19.0,4.0,77.0,215.0,770.0,119000.0,55000.0,3500.0,204.0,basketball,2022.0,14.0,1.1726027397260275,Kansas,1.0,17126971.0,15508894.0
189,Ernest Udeh Jr.,4.0,19.1,97.26,Kansas,17.0,6.0,82.0,250.0,1073.0,,14900.0,5500.0,5500.0,basketball,2022.0,14.0,1.1726027397260275,Kansas,1.0,17126971.0,15508894.0
190,Zuby Ejiofor,4.0,19.1,95.35,Kansas,1.0,5.0,81.0,240.0,429.0,,4800.0,3200.0,44.0,basketball,2022.0,14.0,1.1726027397260275,Kansas,1.0,17126971.0,15508894.0
191,Zach Clemence,3.0,20.0,94.67,Kansas,8.0,6.0,81.0,230.0,688.0,,14800.0,2000.0,957.0,basketball,2021.0,26.0,2.1726027397260275,Kansas,1.0,17126971.0,15508894.0
192,KJ Adams,3.0,20.0,94.35,Kansas,13.0,5.0,79.0,225.0,623.0,79000.0,24000.0,8000.0,2800.0,basketball,2021.0,26.0,2.1726027397260275,Kansas,1.0,17126971.0,15508894.0
194,Francis Chukwudebelu,0.0,16.0,91.96,Kansas,11.0,6.0,82.0,217.0,411.0,,10400.0,723.0,0.0,basketball,2025.0,0.0,0.0,Kansas,1.0,17126971.0,15508894.0
195,Flory Bidunga,0.0,17.0,99.23,Kansas,17.0,6.0,81.0,215.0,7105.0,531000.0,23000.0,3600.0,0.0,basketball,2024.0,0.0,0.0,Kansas,1.0,17126971.0,15508894.0
198,Andrej Stojakovic,2.0,19.0,97.13,Stanford,22.0,2.0,78.0,185.0,95.0,138000.0,43000.0,2100.0,14200.0,basketball,2023.0,2.0,0.1726027397260274,Stanford,1.0,11369560.0,7315705.0
199,Kanaan Carlyle,2.0,18.316666666666666,95.55,Stanford,7.0,3.0,74.0,175.0,2121.0,69000.0,18600.0,634.0,3.0,basketball,2023.0,2.0,0.1726027397260274,Stanford,1.0,11369560.0,7315705.0
200,Jaylen Thompson,1.0,19.1,92.62,Stanford,8.0,4.0,80.0,195.0,280.0,,3400.0,294.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Stanford,1.0,11369560.0,7315705.0
201,Ryan Agarwal,4.0,19.1,91.26,Stanford,15.0,2.0,78.0,190.0,1451.0,,8900.0,1600.0,27000.0,basketball,2022.0,14.0,1.1726027397260275,Stanford,1.0,11369560.0,7315705.0
202,Harrison Ingram,6.0,20.0,98.0,Stanford,25.0,4.0,79.0,230.0,1465.0,173000.0,15400.0,5300.0,6600.0,basketball,2021.0,26.0,2.1726027397260275,Stanford,1.0,11369560.0,7315705.0
205,Dennis Evans,2.0,18.0,96.69,Louisville,6.0,6.0,85.0,210.0,1781.0,87000.0,8600.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Louisville,1.0,21853488.0,21853488.0
206,Kaleb Glenn,2.0,18.316666666666666,93.7,Louisville,13.0,5.0,78.0,200.0,0.0,,10000.0,3100.0,354.0,basketball,2023.0,2.0,0.1726027397260274,Louisville,1.0,21853488.0,21853488.0
207,Ty-Laur Johnson,2.0,18.316666666666666,93.29,Louisville,9.0,1.0,72.0,160.0,640.0,,10800.0,838.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Louisville,1.0,21853488.0,21853488.0
208,Curtis Williams Jr.,2.0,18.0,92.84,Louisville,14.0,2.0,78.0,205.0,324.0,,3700.0,1700.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Louisville,1.0,21853488.0,21853488.0
209,Kamari Lands,4.0,19.1,94.45,Louisville,8.0,4.0,80.0,220.0,107.0,,6500.0,2000.0,165.0,basketball,2022.0,14.0,1.1726027397260275,Louisville,1.0,21853488.0,21853488.0
213,Michael James,3.0,20.0,93.55,Louisville,12.0,4.0,78.0,195.0,716.0,,10200.0,3100.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Louisville,1.0,21853488.0,21853488.0
215,TJ Robinson,0.0,17.0,85.92,Louisville,11.0,1.0,76.0,160.0,643.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Louisville,1.0,21853488.0,21853488.0
216,Tyran Stokes,0.0,15.0,99.45,Louisville,14.0,4.0,79.0,225.0,0.0,245000.0,90000.0,1700.0,36000.0,basketball,2026.0,0.0,0.0,Louisville,1.0,21853488.0,21853488.0
217,Baye Fall,2.0,19.0,96.61,Arkansas,24.0,5.0,82.0,205.0,655.0,74000.0,17300.0,3800.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Arkansas,1.0,24094372.0,11802170.0
218,Layden Blocker,2.0,18.316666666666666,95.81,Arkansas,25.0,1.0,75.0,175.0,127.0,71000.0,12800.0,2300.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Arkansas,1.0,24094372.0,11802170.0
224,Joseph Pinion,4.0,19.1,90.5,Arkansas,14.0,2.0,78.0,180.0,88.0,,13500.0,9700.0,21000.0,basketball,2022.0,14.0,1.1726027397260275,Arkansas,1.0,24094372.0,11802170.0
227,Jermaine O'Neal Jr.,0.0,16.0,92.96,Arkansas,6.0,1.0,77.0,175.0,272.0,,15600.0,379.0,32000.0,basketball,2025.0,0.0,0.0,Arkansas,1.0,24094372.0,11802170.0
228,Jalen Shelley,0.0,17.0,95.43,Arkansas,19.0,4.0,80.0,175.0,254.0,,0.0,1300.0,0.0,basketball,2024.0,0.0,0.0,Arkansas,1.0,24094372.0,11802170.0
229,JJ Andrews,0.0,15.0,96.2,Arkansas,4.0,1.0,76.0,185.0,127.0,,4200.0,2300.0,535.0,basketball,2026.0,0.0,0.0,Arkansas,1.0,24094372.0,11802170.0
234,DeShawn Harris-Smith,2.0,18.316666666666666,96.44,Maryland,18.0,2.0,77.0,205.0,25.0,67000.0,8900.0,1700.0,2800.0,basketball,2023.0,2.0,0.1726027397260274,Maryland,1.0,13543625.0,16352454.0
235,Jamie Kaiser,2.0,19.0,94.23,Maryland,23.0,4.0,78.0,210.0,24.0,,5700.0,2900.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Maryland,1.0,13543625.0,16352454.0
236,Jahnathan Lamothe,2.0,18.316666666666666,90.96,Maryland,21.0,2.0,76.0,180.0,26.0,,6600.0,2200.0,2800.0,basketball,2023.0,2.0,0.1726027397260274,Maryland,1.0,13543625.0,16352454.0
237,Braden Pierce,2.0,19.0,84.35,Maryland,15.0,6.0,84.0,230.0,536.0,,0.0,1200.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Maryland,1.0,13543625.0,16352454.0
238,Noah Batchelor,4.0,19.0,86.5,Maryland,20.0,4.0,78.0,185.0,37.0,,6200.0,1400.0,7100.0,basketball,2022.0,14.0,1.1726027397260275,Maryland,1.0,13543625.0,16352454.0
239,Julian Reese,6.0,20.0,95.12,Maryland,9.0,5.0,81.0,230.0,31.0,,20000.0,3400.0,14800.0,basketball,2021.0,26.0,2.1726027397260275,Maryland,1.0,13543625.0,16352454.0
241,Tyler Jackson,0.0,16.0,97.1,Maryland,19.0,3.0,73.0,160.0,26.0,112000.0,8700.0,387.0,0.0,basketball,2025.0,0.0,0.0,Maryland,1.0,13543625.0,16352454.0
242,Efeosa Oliogu,0.0,16.0,96.62,Maryland,20.0,2.0,77.0,200.0,346.0,61000.0,7400.0,535.0,0.0,basketball,2025.0,0.0,0.0,Maryland,1.0,13543625.0,16352454.0
245,Matthew Hodge,0.0,17.0,91.05,Maryland,7.0,4.0,80.0,200.0,172.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Maryland,1.0,13543625.0,16352454.0
257,Taison Chatman,2.0,19.0,96.08,Ohio State,19.0,2.0,76.0,170.0,621.0,70000.0,7300.0,2000.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Ohio State,1.0,23575794.0,11903830.0
258,Devin Royal,2.0,19.0,95.95,Ohio State,16.0,5.0,79.0,210.0,20.0,76000.0,16200.0,2900.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Ohio State,1.0,23575794.0,11903830.0
259,Scotty Middleton,2.0,19.0,95.33,Ohio State,18.0,2.0,79.0,180.0,1000.0,,5000.0,2100.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Ohio State,1.0,23575794.0,11903830.0
260,Austin Parks,2.0,18.316666666666666,86.42,Ohio State,9.0,6.0,82.0,240.0,79.0,,2800.0,1300.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Ohio State,1.0,23575794.0,11903830.0
262,Bruce Thornton,4.0,19.1,94.86,Ohio State,19.0,1.0,74.0,195.0,418.0,,30000.0,2900.0,249.0,basketball,2022.0,14.0,1.1726027397260275,Ohio State,1.0,23575794.0,11903830.0
263,Roddy Gayle Jr.,4.0,19.1,94.65,Ohio State,19.0,2.0,76.0,195.0,300.0,,13400.0,2200.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Ohio State,1.0,23575794.0,11903830.0
264,Felix Okpara,4.0,19.1,94.27,Ohio State,12.0,6.0,83.0,210.0,371.0,,3800.0,679.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Ohio State,1.0,23575794.0,11903830.0
265,Bowen Hardman,4.0,19.1,81.8,Ohio State,5.0,2.0,75.0,160.0,105.0,,4000.0,1100.0,54.0,basketball,2022.0,14.0,1.1726027397260275,Ohio State,1.0,23575794.0,11903830.0
267,Kalen Etzler,3.0,20.0,85.9,Ohio State,7.0,5.0,80.0,195.0,105.0,,12800.0,2500.0,17100.0,basketball,2021.0,26.0,2.1726027397260275,Ohio State,1.0,23575794.0,11903830.0
268,Darryn Peterson,0.0,16.0,99.23,Ohio State,25.0,2.0,77.0,175.0,99.0,270000.0,16000.0,1400.0,0.0,basketball,2025.0,0.0,0.0,Ohio State,1.0,23575794.0,11903830.0
269,Chris Nwuli,0.0,16.0,96.34,Ohio State,7.0,4.0,79.0,200.0,1756.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Ohio State,1.0,23575794.0,11903830.0
270,Nikola Bundalo,0.0,16.0,96.24,Ohio State,22.0,5.0,81.0,205.0,102.0,,2800.0,0.0,0.0,basketball,2025.0,0.0,0.0,Ohio State,1.0,23575794.0,11903830.0
271,Dorian Jones,0.0,16.0,94.66,Ohio State,20.0,2.0,75.0,160.0,116.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Ohio State,1.0,23575794.0,11903830.0
272,Juni Mobley,0.0,17.0,95.46,Ohio State,10.0,2.0,72.0,150.0,350.0,120000.0,97000.0,1500.0,0.0,basketball,2024.0,0.0,0.0,Ohio State,1.0,23575794.0,11903830.0
273,Colin White,0.0,17.0,88.71,Ohio State,5.0,2.0,78.0,180.0,84.0,,2300.0,0.0,0.0,basketball,2024.0,0.0,0.0,Ohio State,1.0,23575794.0,11903830.0
274,Marcus Johnson,0.0,15.0,96.14,Ohio State,15.0,1.0,74.0,165.0,116.0,61000.0,46000.0,570.0,0.0,basketball,2026.0,0.0,0.0,Ohio State,1.0,23575794.0,11903830.0
275,Garwey Dual,2.0,18.0,96.05,Providence,10.0,1.0,77.0,175.0,781.0,,3100.0,2200.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Providence,3.0,13550282.0,13550282.0
277,Jayden Pierre,4.0,19.1,91.44,Providence,17.0,1.0,74.0,165.0,164.0,,17400.0,2200.0,1200.0,basketball,2022.0,14.0,1.1726027397260275,Providence,3.0,13550282.0,13550282.0
279,Joson Sanon,0.0,16.0,97.88,Providence,12.0,2.0,77.0,180.0,11.0,157000.0,0.0,698.0,8200.0,basketball,2025.0,0.0,0.0,Providence,3.0,13550282.0,13550282.0
280,Daquan Davis,0.0,17.0,90.91,Providence,10.0,1.0,73.0,185.0,324.0,,2900.0,561.0,0.0,basketball,2024.0,0.0,0.0,Providence,3.0,13550282.0,13550282.0
281,Ryan Mela,0.0,17.0,84.5,Providence,14.0,5.0,78.0,195.0,32.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Providence,3.0,13550282.0,13550282.0
282,Ikenna Alozie,0.0,15.0,96.75,Providence,8.0,2.0,75.0,185.0,5136.0,75000.0,3800.0,175.0,240.0,basketball,2026.0,0.0,0.0,Providence,3.0,13550282.0,13550282.0
283,Gavin Griffiths,2.0,19.0,95.94,Rutgers,19.0,2.0,79.0,185.0,121.0,65000.0,7200.0,1500.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Rutgers,1.0,10503109.0,10503109.0
284,Jamichael Davis,2.0,18.316666666666666,84.33,Rutgers,1.0,1.0,74.0,155.0,705.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Rutgers,1.0,10503109.0,10503109.0
285,Derek Simpson,4.0,19.1,84.53,Rutgers,1.0,1.0,75.0,170.0,47.0,,0.0,1000.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Rutgers,1.0,10503109.0,10503109.0
287,Antonio Chol,4.0,19.1,83.0,Rutgers,1.0,5.0,81.0,205.0,999.0,,0.0,432.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Rutgers,1.0,10503109.0,10503109.0
288,JD Palm,0.0,16.0,94.21,Rutgers,7.0,6.0,82.0,207.0,892.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
289,Brandon Stores,0.0,16.0,92.55,Rutgers,2.0,2.0,76.0,215.0,34.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
290,Dylan Harper,0.0,17.0,99.41,Rutgers,10.0,3.0,78.0,205.0,29.0,598000.0,89000.0,3000.0,1600.0,basketball,2024.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
291,Ace Bailey,0.0,17.0,99.38,Rutgers,25.0,4.0,81.0,210.0,727.0,543000.0,35000.0,2200.0,0.0,basketball,2024.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
292,Lathan Sommerville,0.0,17.0,91.28,Rutgers,11.0,5.0,80.0,225.0,794.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
293,Bryce Dortch,0.0,17.0,88.68,Rutgers,4.0,4.0,80.0,190.0,211.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
294,Dylan Grant,0.0,17.0,85.67,Rutgers,8.0,5.0,79.0,205.0,461.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
295,Moses Hipps,0.0,17.0,85.03,Rutgers,10.0,2.0,75.0,160.0,55.0,,2300.0,0.0,0.0,basketball,2024.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
296,Sebastian Wilkins,0.0,15.0,93.12,Rutgers,3.0,6.0,80.0,210.0,206.0,,0.0,0.0,0.0,basketball,2026.0,0.0,0.0,Rutgers,1.0,10503109.0,10503109.0
297,Brandon Garrison,2.0,18.316666666666666,95.86,Oklahoma State,12.0,6.0,81.0,215.0,50.0,63000.0,4200.0,1800.0,624.0,basketball,2023.0,2.0,0.1726027397260274,Oklahoma State,1.0,11360616.0,7498144.0
298,Eric Dailey,2.0,18.316666666666666,95.08,Oklahoma State,16.0,5.0,79.0,215.0,1042.0,,22000.0,1600.0,11400.0,basketball,2023.0,2.0,0.1726027397260274,Oklahoma State,1.0,11360616.0,7498144.0
299,Justin McBride,2.0,18.316666666666666,91.22,Oklahoma State,14.0,5.0,79.0,210.0,228.0,,3500.0,1100.0,12200.0,basketball,2023.0,2.0,0.1726027397260274,Oklahoma State,1.0,11360616.0,7498144.0
300,Jamyron Keller,2.0,18.316666666666666,89.76,Oklahoma State,15.0,3.0,73.0,190.0,345.0,,0.0,946.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Oklahoma State,1.0,11360616.0,7498144.0
302,Connor Dow,2.0,18.316666666666666,84.08,Oklahoma State,7.0,4.0,78.0,180.0,68.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Oklahoma State,1.0,11360616.0,7498144.0
303,Quion Williams,4.0,19.1,91.6,Oklahoma State,1.0,3.0,76.0,185.0,242.0,,4100.0,1300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Oklahoma State,1.0,11360616.0,7498144.0
304,Carlsheon Young,0.0,16.0,93.36,Oklahoma State,10.0,2.0,76.0,190.0,50.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Oklahoma State,1.0,11360616.0,7498144.0
305,Jeremiah Johnson,0.0,17.0,89.81,Oklahoma State,9.0,2.0,75.0,170.0,50.0,,6000.0,1500.0,99.0,basketball,2024.0,0.0,0.0,Oklahoma State,1.0,11360616.0,7498144.0
306,Dusty Stromer,2.0,20.0,95.64,Gonzaga,18.0,2.0,78.0,180.0,936.0,153000.0,152000.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Gonzaga,3.0,17060871.0,11969382.0
307,Braden Huff,1.0,19.1,88.94,Gonzaga,8.0,5.0,82.0,235.0,1481.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Gonzaga,3.0,17060871.0,11969382.0
309,Hunter Sallis,6.0,20.0,98.28,Gonzaga,25.0,3.0,77.0,185.0,1144.0,,33000.0,11200.0,21000.0,basketball,2021.0,26.0,2.1726027397260275,Gonzaga,3.0,17060871.0,11969382.0
310,Nolan Hickman,6.0,20.0,97.38,Gonzaga,12.0,1.0,74.0,180.0,637.0,103000.0,31000.0,3800.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Gonzaga,3.0,17060871.0,11969382.0
312,Zoom Diallo,0.0,17.0,97.31,Gonzaga,20.0,1.0,76.0,190.0,235.0,112000.0,8400.0,1200.0,0.0,basketball,2024.0,0.0,0.0,Gonzaga,3.0,17060871.0,11969382.0
313,Wesley Yates,2.0,18.0,95.52,Washington,25.0,2.0,76.0,200.0,1924.0,,22000.0,4500.0,14200.0,basketball,2023.0,2.0,0.1726027397260274,Washington,1.0,12208056.0,10529450.0
314,Christian King,2.0,18.316666666666666,85.5,Washington,6.0,4.0,79.0,190.0,0.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Washington,1.0,12208056.0,10529450.0
315,Koren Johnson,4.0,19.1,90.94,Washington,14.0,1.0,74.0,175.0,0.0,,19800.0,845.0,5900.0,basketball,2022.0,14.0,1.1726027397260275,Washington,1.0,12208056.0,10529450.0
317,Keyon Menifield,4.0,19.1,85.33,Washington,1.0,3.0,73.0,170.0,1884.0,,32000.0,4400.0,19600.0,basketball,2022.0,14.0,1.1726027397260275,Washington,1.0,12208056.0,10529450.0
319,Tounde Yessoufou,0.0,16.0,97.22,Washington,11.0,4.0,78.0,210.0,884.0,113000.0,9200.0,707.0,1400.0,basketball,2025.0,0.0,0.0,Washington,1.0,12208056.0,10529450.0
320,Will Riley,0.0,16.0,96.44,Washington,15.0,4.0,80.0,180.0,5993.0,,3100.0,399.0,0.0,basketball,2025.0,0.0,0.0,Washington,1.0,12208056.0,10529450.0
321,Casmir Chavis,0.0,17.0,91.02,Washington,1.0,1.0,74.0,180.0,1391.0,,8200.0,0.0,0.0,basketball,2024.0,0.0,0.0,Washington,1.0,12208056.0,10529450.0
322,Mikey Williams,2.0,18.316666666666666,95.49,Memphis,25.0,2.0,74.0,190.0,1556.0,,3700000.0,81000.0,2100000.0,basketball,2023.0,2.0,0.1726027397260274,Memphis,1.0,13735823.0,13735823.0
323,JJ Taylor,2.0,18.316666666666666,92.91,Memphis,18.0,4.0,80.0,180.0,482.0,,87000.0,1300.0,40.0,basketball,2023.0,2.0,0.1726027397260274,Memphis,1.0,13735823.0,13735823.0
324,Ashton Hardaway,2.0,18.316666666666666,91.29,Memphis,9.0,5.0,79.0,205.0,428.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Memphis,1.0,13735823.0,13735823.0
325,Carl Cherenfant,2.0,19.0,90.94,Memphis,14.0,2.0,77.0,190.0,861.0,,4100.0,913.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Memphis,1.0,13735823.0,13735823.0
330,Curtis Givens,0.0,17.0,95.03,Memphis,21.0,1.0,75.0,180.0,0.0,,19000.0,1300.0,0.0,basketball,2024.0,0.0,0.0,Memphis,1.0,13735823.0,13735823.0
331,Jared Harris,0.0,17.0,93.35,Memphis,23.0,3.0,75.0,160.0,403.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Memphis,1.0,13735823.0,13735823.0
332,Jaye Nash,0.0,17.0,88.82,Memphis,17.0,1.0,74.0,175.0,0.0,,11400.0,722.0,0.0,basketball,2024.0,0.0,0.0,Memphis,1.0,13735823.0,13735823.0
333,R'Chaun King,0.0,17.0,87.05,Memphis,5.0,5.0,78.0,210.0,0.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Memphis,1.0,13735823.0,13735823.0
337,Arterio Morris,4.0,19.1,98.26,Texas,12.0,1.0,75.0,190.0,183.0,,73000.0,1300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Texas,1.0,23637212.0,15854899.0
338,Rowan Brumbaugh,4.0,19.1,93.37,Texas,20.0,1.0,76.0,180.0,1637.0,,15900.0,1700.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Texas,1.0,23637212.0,15854899.0
340,Jaylon Tyson,6.0,20.0,96.87,Texas,12.0,2.0,78.0,210.0,202.0,,16500.0,6300.0,561.0,basketball,2021.0,26.0,2.1726027397260275,Texas,1.0,23637212.0,15854899.0
341,Sebastian Williams-Adams,0.0,16.0,95.78,Texas,11.0,4.0,78.0,190.0,147.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Texas,1.0,23637212.0,15854899.0
342,John Clark,0.0,16.0,94.23,Texas,9.0,5.0,81.0,210.0,147.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Texas,1.0,23637212.0,15854899.0
343,Hudson Greer,0.0,16.0,94.17,Texas,18.0,2.0,78.0,180.0,0.0,,4900.0,897.0,0.0,basketball,2025.0,0.0,0.0,Texas,1.0,23637212.0,15854899.0
344,Liam McNeeley,0.0,17.0,98.41,Texas,22.0,4.0,79.0,205.0,196.0,314000.0,8200.0,2900.0,584.0,basketball,2024.0,0.0,0.0,Texas,1.0,23637212.0,15854899.0
345,Cam Scott,0.0,17.0,96.73,Texas,19.0,2.0,77.0,180.0,997.0,132000.0,73000.0,3400.0,3000.0,basketball,2024.0,0.0,0.0,Texas,1.0,23637212.0,15854899.0
346,Josiah Moseley,0.0,17.0,90.16,Texas,20.0,5.0,78.0,200.0,19.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Texas,1.0,23637212.0,15854899.0
347,Cameron Carr,2.0,18.316666666666666,95.1,Tennessee,11.0,2.0,76.0,160.0,723.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Tennessee,1.0,16069180.0,14365527.0
348,JP Estrella,2.0,19.0,94.72,Tennessee,24.0,5.0,83.0,210.0,894.0,,7400.0,1600.0,2400.0,basketball,2023.0,2.0,0.1726027397260274,Tennessee,1.0,16069180.0,14365527.0
349,Cade Phillips,2.0,18.316666666666666,89.97,Tennessee,14.0,5.0,81.0,200.0,186.0,,9200.0,2100.0,3000.0,basketball,2023.0,2.0,0.1726027397260274,Tennessee,1.0,16069180.0,14365527.0
351,Freddie Dilione,4.0,19.0,96.01,Tennessee,18.0,2.0,77.0,195.0,299.0,,11400.0,2100.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Tennessee,1.0,16069180.0,14365527.0
352,DJ Jefferson,1.0,19.1,93.25,Tennessee,16.0,4.0,77.0,207.0,786.0,,2700.0,1700.0,252.0,basketball,2022.0,14.0,1.1726027397260275,Tennessee,1.0,16069180.0,14365527.0
353,BJ Edwards,4.0,19.1,93.03,Tennessee,1.0,1.0,75.0,188.0,0.0,,21000.0,3000.0,4400.0,basketball,2022.0,14.0,1.1726027397260275,Tennessee,1.0,16069180.0,14365527.0
354,Tobe Awaka,4.0,19.1,81.67,Tennessee,12.0,5.0,80.0,250.0,636.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Tennessee,1.0,16069180.0,14365527.0
356,Brandon Huntley-Hatfield,6.0,20.0,97.51,Tennessee,17.0,5.0,82.0,246.0,196.0,,28000.0,2700.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Tennessee,1.0,16069180.0,14365527.0
357,Jonas Aidoo,6.0,20.0,96.47,Tennessee,22.0,6.0,83.0,241.0,180.0,60000.0,18600.0,3500.0,419000.0,basketball,2021.0,26.0,2.1726027397260275,Tennessee,1.0,16069180.0,14365527.0
358,Jahmai Mashack,6.0,20.0,94.97,Tennessee,25.0,2.0,76.0,201.0,1900.0,,5900.0,4300.0,696.0,basketball,2021.0,26.0,2.1726027397260275,Tennessee,1.0,16069180.0,14365527.0
